CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKICICIGI30-JAN-2025,1883.4500000,1885.0000000,1909.9500000,1870.7500000,1890.9500000,1890.9500000,0.3900000,122.0000000,9500.0000000,38.0000000,17954412.5000000
FUTSTKLTF30-JAN-2025,142.4500000,141.8000000,146.3800000,141.8000000,145.8300000,145.8300000,2.3700000,336.0000000,945944.0000000,212.0000000,137099456.6200000
FUTSTKPOWERGRID30-JAN-2025,342.7500000,342.2500000,342.2500000,336.5000000,338.0000000,338.0000000,-1.3800000,384.0000000,340200.0000000,189.0000000,115350210.0000000
FUTSTKCHOLAFIN28-NOV-2024,1277.5000000,1276.4500000,1285.0000000,1259.5500000,1270.3500000,1268.3500000,-0.7100000,522.0000000,1445000.0000000,2312.0000000,1837211312.5000000
FUTSTKRECLTD26-DEC-2024,528.8000000,528.5000000,538.2000000,527.4500000,531.4500000,531.4500000,0.5000000,49869.0000000,23940000.0000000,23940.0000000,12750296800.0000000
FUTSTKHDFCBANK30-JAN-2025,1834.0500000,1837.3500000,1858.8500000,1813.6500000,1817.6000000,1817.6000000,-0.8900000,6239.0000000,1145650.0000000,2083.0000000,2103971870.0000000
FUTSTKBPCL26-DEC-2024,295.3500000,295.6500000,299.9000000,291.1000000,292.5000000,292.5000000,-0.9600000,31834.0000000,28348200.0000000,15749.0000000,8348767020.0000000
FUTSTKHINDALCO30-JAN-2025,667.9000000,667.3000000,670.4000000,656.9500000,659.9000000,659.9000000,-1.1900000,738.0000000,352800.0000000,252.0000000,233993410.0000000
FUTSTKIEX28-NOV-2024,171.6200000,172.4500000,176.4000000,171.7100000,174.8909009,174.9000000,1.9100000,1827.0000000,21356250.0000000,5695.0000000,3722351475.0000000
FUTSTKBATAINDIA30-JAN-2025,1362.6500000,1368.0000000,1386.0000000,1364.0500000,1372.4000000,1372.4000000,0.7100000,614.0000000,106875.0000000,285.0000000,147004856.2500000
FUTSTKIGL26-DEC-2024,321.4500000,322.8000000,326.8000000,320.1000000,321.9500000,321.9500000,0.1500000,11831.0000000,10546250.0000000,7670.0000000,3397281318.7500000
FUTSTKGRASIM28-NOV-2024,2623.6500000,2633.2500000,2633.2500000,2558.3000000,2574.1000000,2570.5000000,-2.0200000,1116.0000000,2154000.0000000,8616.0000000,5574632662.5000000
FUTSTKPERSISTENT28-NOV-2024,5915.6000000,5896.0500000,5930.7500000,5791.8000000,5810.5000000,5820.7000000,-1.6000000,1110.0000000,351800.0000000,3518.0000000,2051786810.0000000
FUTSTKCOLPAL30-JAN-2025,3050.1000000,3075.8500000,3144.8000000,3034.7500000,3039.5000000,3039.5000000,-0.3400000,280.0000000,59150.0000000,338.0000000,182833700.0000000
FUTSTKCROMPTON26-DEC-2024,410.7000000,411.6500000,413.8000000,406.4500000,408.1000000,408.1000000,-0.6300000,13898.0000000,4460400.0000000,2478.0000000,1828999260.0000000
FUTSTKBANDHANBNK30-JAN-2025,173.4700000,173.5800000,175.9209009,172.5000000,173.2400000,173.2400000,-0.1300000,1253.0000000,929600.0000000,332.0000000,161821968.0000000
FUTSTKHEROMOTOCO30-JAN-2025,4929.2000000,4922.9000000,4973.8500000,4825.0000000,4839.5500000,4839.5500000,-1.8100000,518.0000000,52050.0000000,347.0000000,254884905.0000000
FUTSTKMFSL30-JAN-2025,1188.9500000,1201.5000000,1202.0000000,1104.0000000,1146.5000000,1146.5000000,-3.5700000,29.0000000,53600.0000000,67.0000000,61022920.0000000
FUTSTKHINDUNILVR30-JAN-2025,2519.9000000,2526.0500000,2565.0000000,2489.2000000,2496.1000000,2496.1000000,-0.9400000,1058.0000000,110400.0000000,368.0000000,279361470.0000000
FUTSTKICICIPRULI30-JAN-2025,690.1500000,686.8500000,703.0000000,677.0000000,701.4000000,701.4000000,1.6300000,68.0000000,34500.0000000,46.0000000,23864512.5000000
FUTSTKDLF30-JAN-2025,834.7500000,831.5000000,837.0000000,819.3000000,825.3000000,825.3000000,-1.1300000,674.0000000,218625.0000000,265.0000000,180746527.5000000
FUTSTKRECLTD30-JAN-2025,532.1000000,531.2500000,541.8000000,531.2500000,535.4500000,535.4500000,0.6200000,1285.0000000,890000.0000000,890.0000000,477494000.0000000
FUTSTKASHOKLEY30-JAN-2025,234.4300000,235.9000000,236.1200000,230.9000000,232.1300000,232.1300000,-0.9800000,788.0000000,1337500.0000000,535.0000000,311333400.0000000
FUTSTKDIXON30-JAN-2025,15803.2500000,15859.0000000,16160.0000000,15719.1000000,15798.8000000,15798.8000000,-0.0200000,703.0000000,41700.0000000,834.0000000,664799557.5000000
FUTSTKOFSS30-JAN-2025,11947.5500000,11877.2500000,11881.0500000,11595.1000000,11793.0500000,11793.0500000,-1.2900000,186.0000000,3550.0000000,71.0000000,41609015.0000000
FUTSTKWIPRO30-JAN-2025,588.5000000,589.9000000,589.9000000,576.8000000,578.9500000,578.9500000,-1.6200000,385.0000000,589500.0000000,393.0000000,342449700.0000000
FUTSTKEICHERMOT30-JAN-2025,4979.3500000,4915.0500000,4937.7000000,4860.0000000,4881.2000000,4881.2000000,-1.9700000,149.0000000,18900.0000000,108.0000000,92620132.5000000
FUTSTKTRENT30-JAN-2025,6919.7000000,6924.0000000,6965.0000000,6815.0000000,6837.7000000,6837.7000000,-1.1800000,1167.0000000,42300.0000000,423.0000000,291709810.0000000
FUTSTKLALPATHLAB30-JAN-2025,3064.2000000,3065.0000000,3065.0000000,3005.9500000,3008.0500000,3008.0500000,-1.8300000,52.0000000,4500.0000000,30.0000000,13597687.5000000
FUTSTKLTF26-DEC-2024,141.6200000,142.4000000,145.7500000,140.6900000,144.9400000,144.9400000,2.3400000,16400.0000000,45057276.0000000,10098.0000000,6495424826.3800000
FUTSTKLTF28-NOV-2024,141.0000000,140.5500000,144.9000000,139.9500000,144.0600000,144.3000000,2.3400000,1052.0000000,27334212.0000000,6126.0000000,3917539219.2200000
FUTSTKGNFC30-JAN-2025,606.8500000,613.1500000,622.6000000,613.1500000,621.2500000,621.2500000,2.3700000,127.0000000,130000.0000000,100.0000000,80398565.0000000
FUTSTKCOLPAL26-DEC-2024,3031.0000000,3052.0500000,3131.2500000,3013.5000000,3021.7000000,3021.7000000,-0.3000000,24246.0000000,2611350.0000000,14922.0000000,8008848916.2500000
FUTSTKCHOLAFIN30-JAN-2025,1292.9000000,1294.9500000,1300.8000000,1278.0000000,1286.4000000,1286.4000000,-0.5000000,141.0000000,38125.0000000,61.0000000,49133593.7500000
FUTSTKBANDHANBNK26-DEC-2024,172.2800000,172.8000000,174.8800000,171.2100000,171.9700000,171.9700000,-0.1700000,36869.0000000,29475600.0000000,10527.0000000,5088332200.0000000
FUTSTKAXISBANK30-JAN-2025,1164.0500000,1166.7500000,1168.8500000,1145.0000000,1148.8000000,1148.8000000,-1.3100000,820.0000000,338125.0000000,541.0000000,390365718.7500000
FUTIDXNIFTY26-DEC-2024,24437.5500000,24460.2500000,24510.0000000,24056.0500000,24115.2500000,24115.2500000,-1.3100000,471427.0000000,11996925.0000000,479877.0000000,290692845188.7500000
FUTIDXFINNIFTY31-DEC-2024,24317.5500000,24333.3500000,24526.2500000,24037.1500000,24103.7000000,24103.7000000,-0.8700000,1724.0000000,60250.0000000,2410.0000000,1461002602.5000000
FUTSTKICICIGI26-DEC-2024,1872.6500000,1868.0500000,1898.5000000,1856.3000000,1878.0000000,1878.0000000,0.2800000,25211.0000000,1793500.0000000,7174.0000000,3375664487.5000000
FUTSTKBOSCHLTD30-JAN-2025,35304.5500000,35109.9000000,35329.2000000,34980.2500000,35089.2500000,35089.2500000,-0.6000000,80.0000000,1400.0000000,56.0000000,49157342.5000000
FUTSTKMUTHOOTFIN28-NOV-2024,1935.7000000,1923.5500000,1935.5000000,1889.5000000,1911.9500000,1911.9500000,-1.2200000,634.0000000,839025.0000000,3051.0000000,1604513253.7500000
FUTSTKSUNTV28-NOV-2024,753.9500000,754.9500000,756.9500000,743.1500000,746.1000000,746.2000000,-1.0200000,734.0000000,1112250.0000000,1483.0000000,832689412.5000000
FUTSTKINDUSINDBK30-JAN-2025,1015.7000000,1018.0000000,1027.4500000,1004.8000000,1007.8000000,1007.8000000,-0.7700000,2329.0000000,381500.0000000,763.0000000,386964600.0000000
FUTSTKTATAMOTORS28-NOV-2024,784.7000000,785.0500000,793.4000000,778.0500000,780.0000000,779.4500000,-0.6600000,6737.0000000,30047600.0000000,54632.0000000,23615156042.5000000
FUTSTKSYNGENE26-DEC-2024,922.6000000,917.3500000,927.3500000,906.0000000,920.8000000,920.8000000,-0.1900000,6297.0000000,2405000.0000000,2405.0000000,2208582250.0000000
FUTSTKPOLYCAB30-JAN-2025,7113.3500000,7160.0000000,7235.4500000,7142.0000000,7214.9500000,7214.9500000,1.4200000,157.0000000,17375.0000000,139.0000000,124909518.7500000
FUTIDXNIFTYNXT5031-JAN-2025,71034.2000000,71097.1000000,71097.1000000,70560.7500000,70704.9500000,70704.9500000,-0.4600000,64.0000000,70.0000000,7.0000000,4955041.5000000
FUTSTKASHOKLEY28-NOV-2024,234.8000000,236.2000000,236.8300000,230.2600000,231.2500000,231.6000000,-1.3600000,4909.0000000,20277500.0000000,8111.0000000,4720454750.0000000
FUTIDXFINNIFTY25-FEB-2025,24577.2500000,24500.0500000,24500.0500000,24500.0500000,24500.0500000,24316.5500000,-1.0600000,1.0000000,65.0000000,1.0000000,1592503.2500000
FUTSTKBEL28-NOV-2024,306.9500000,307.8500000,309.0000000,304.9000000,305.8000000,305.7500000,-0.3900000,1751.0000000,29793900.0000000,10454.0000000,9136820415.0000000
FUTSTKMUTHOOTFIN30-JAN-2025,1957.6500000,1950.0000000,1955.5000000,1918.0500000,1932.5000000,1932.5000000,-1.2800000,106.0000000,11000.0000000,40.0000000,21286966.2500000
FUTSTKGNFC28-NOV-2024,599.6000000,602.9000000,615.9500000,601.6000000,613.0000000,614.2500000,2.4400000,597.0000000,3025100.0000000,2327.0000000,1847099995.0000000
FUTSTKSBIN26-DEC-2024,839.5500000,841.9500000,851.0000000,834.1500000,844.3500000,844.3500000,0.5700000,126811.0000000,46868250.0000000,62491.0000000,39562155937.5000000
FUTSTKIPCALAB26-DEC-2024,1537.1500000,1537.5000000,1544.9500000,1511.4500000,1522.2000000,1522.2000000,-0.9700000,3393.0000000,1211600.0000000,1864.0000000,1847573390.0000000
FUTSTKMETROPOLIS28-NOV-2024,2167.4000000,2168.4500000,2186.5000000,2128.5500000,2140.4000000,2139.8500000,-1.2700000,236.0000000,834000.0000000,2085.0000000,1791749380.0000000
FUTSTKTATACOMM28-NOV-2024,1764.9500000,1745.7500000,1766.2000000,1729.8500000,1743.8500000,1745.1000000,-1.1200000,1026.0000000,1379750.0000000,5519.0000000,2405935525.0000000
FUTSTKASIANPAINT28-NOV-2024,2492.7000000,2499.3000000,2499.3000000,2454.8000000,2458.4500000,2458.0500000,-1.3900000,6275.0000000,2325800.0000000,11629.0000000,5748955740.0000000
FUTSTKCHAMBLFERT30-JAN-2025,494.9500000,497.9500000,510.0000000,497.9500000,504.0000000,504.0000000,1.8200000,97.0000000,212800.0000000,112.0000000,107678510.0000000
FUTSTKTATACOMM30-JAN-2025,1788.4500000,1774.5000000,1785.8500000,1752.0000000,1768.2500000,1768.2500000,-1.1200000,201.0000000,42500.0000000,170.0000000,74921900.0000000
FUTSTKHCLTECH30-JAN-2025,1904.8000000,1897.0000000,1897.0000000,1848.0000000,1853.9000000,1853.9000000,-2.6700000,395.0000000,116900.0000000,334.0000000,218031082.5000000
FUTSTKABB26-DEC-2024,7527.6500000,7545.4500000,7548.4000000,7392.2500000,7448.1000000,7448.1000000,-1.0500000,11561.0000000,695375.0000000,5563.0000000,5191584275.0000000
FUTSTKCOALINDIA26-DEC-2024,419.8500000,421.6000000,427.5500000,416.1500000,418.3000000,418.3000000,-0.3600000,56308.0000000,31261650.0000000,29773.0000000,13180644855.0000000
FUTSTKBSOFT30-JAN-2025,608.3000000,606.1500000,610.0000000,596.9000000,598.5500000,598.5500000,-1.6000000,484.0000000,269000.0000000,269.0000000,161890500.0000000
FUTSTKBHARATFORG30-JAN-2025,1341.9000000,1339.5500000,1373.5000000,1337.4500000,1346.2500000,1346.2500000,0.3200000,259.0000000,92500.0000000,185.0000000,125209025.0000000
FUTSTKGLENMARK28-NOV-2024,1519.9500000,1523.4500000,1532.7500000,1491.3500000,1494.8000000,1495.1500000,-1.6300000,594.0000000,1860350.0000000,2566.0000000,2801890426.2500000
FUTSTKSBICARD28-NOV-2024,706.9000000,704.7000000,721.7000000,703.9000000,711.4500000,712.0000000,0.7200000,1042.0000000,4118400.0000000,5148.0000000,2935784640.0000000
FUTSTKCOFORGE28-NOV-2024,8656.0500000,8647.9000000,8664.8000000,8586.5500000,8635.4000000,8661.0000000,0.0500000,8745.0000000,1297200.0000000,17296.0000000,11188006638.7500000
FUTSTKHINDPETRO28-NOV-2024,380.6000000,380.2000000,386.0000000,377.0000000,379.8000000,380.0000000,-0.1500000,1240.0000000,16617150.0000000,8206.0000000,6343754355.0000000
FUTSTKBHEL28-NOV-2024,247.1500000,248.6100000,255.0000000,247.3900000,252.0000000,252.5000000,2.1600000,1287.0000000,31497375.0000000,11999.0000000,7909604351.2500000
FUTSTKHAVELLS26-DEC-2024,1737.0000000,1740.0500000,1753.8000000,1714.8500000,1728.9500000,1728.9500000,-0.4600000,18239.0000000,2544000.0000000,5088.0000000,4408057900.0000000
FUTSTKHAL28-NOV-2024,4468.2000000,4492.1500000,4525.0000000,4443.6500000,4462.7500000,4466.9500000,-0.0200000,3022.0000000,2682300.0000000,17882.0000000,12014978310.0000000
FUTSTKABCAPITAL30-JAN-2025,195.8300000,196.0000000,198.4209009,195.5100000,196.5700000,196.5700000,0.3700000,449.0000000,558900.0000000,207.0000000,109957932.0000000
FUTSTKSAIL30-JAN-2025,117.7200000,117.6000000,118.6500000,116.9000000,117.7400000,117.7400000,0.0100000,1693.0000000,1780000.0000000,445.0000000,209977920.0000000
FUTSTKESCORTS26-DEC-2024,3607.3000000,3612.7000000,3630.9500000,3508.7500000,3526.3500000,3526.3500000,-2.2400000,3915.0000000,680625.0000000,2475.0000000,2422425733.7500000
FUTSTKITC28-NOV-2024,477.0000000,477.1500000,483.4500000,471.0000000,475.0000000,474.9000000,-0.4400000,2648.0000000,38200000.0000000,23875.0000000,18176848560.0000000
FUTSTKGAIL26-DEC-2024,195.9300000,196.4500000,200.0000000,195.0600000,198.1500000,198.1500000,1.1300000,21074.0000000,45370275.0000000,9917.0000000,8985364599.0000000
FUTSTKMCX30-JAN-2025,6171.6500000,6197.0000000,6278.6500000,6125.0000000,6171.3000000,6171.3000000,0.0000000,163.0000000,10300.0000000,103.0000000,63781175.0000000
FUTSTKCHAMBLFERT26-DEC-2024,492.0500000,497.0000000,508.2500000,494.9500000,501.4500000,501.4500000,1.9100000,4964.0000000,8249800.0000000,4342.0000000,4151549780.0000000
FUTSTKABBOTINDIA30-JAN-2025,27856.3500000,27968.1000000,28027.8000000,27599.0000000,27722.2500000,27722.2500000,-0.4800000,40.0000000,720.0000000,36.0000000,19994686.0000000
FUTSTKTVSMOTOR28-NOV-2024,2433.8000000,2437.9500000,2456.0000000,2405.0000000,2409.2000000,2415.4500000,-0.7500000,1039.0000000,2077950.0000000,5937.0000000,5038493600.0000000
FUTSTKIDEA30-JAN-2025,8.4400000,8.7200000,8.7600000,8.3300000,8.4700000,8.4700000,0.3500000,3044.0000000,63600000.0000000,1590.0000000,540670400.0000000
FUTSTKM&M30-JAN-2025,3037.4500000,3011.0500000,3026.6500000,2929.5500000,2937.2500000,2937.2500000,-3.2900000,1279.0000000,156800.0000000,896.0000000,465022687.5000000
FUTSTKPFC30-JAN-2025,497.6000000,500.8500000,507.2000000,498.0000000,500.7000000,500.7000000,0.6200000,868.0000000,843700.0000000,649.0000000,423798895.0000000
FUTSTKJSWSTEEL28-NOV-2024,971.4500000,973.8000000,976.3500000,951.6000000,956.4500000,954.1500000,-1.7800000,14596.0000000,5517450.0000000,8174.0000000,5319309352.5000000
FUTSTKZYDUSLIFE30-JAN-2025,960.9500000,960.0000000,967.0000000,956.7500000,962.9000000,962.9000000,0.2000000,256.0000000,105300.0000000,117.0000000,101203335.0000000
FUTSTKPEL26-DEC-2024,1197.0000000,1190.1500000,1212.4000000,1181.1000000,1187.5000000,1187.5000000,-0.7900000,14167.0000000,3486000.0000000,4648.0000000,4165966800.0000000
FUTSTKVEDL28-NOV-2024,446.4000000,451.1000000,456.5500000,448.5500000,451.8500000,451.8500000,1.2200000,4368.0000000,32720950.0000000,28453.0000000,14804340827.5000000
FUTSTKMANAPPURAM30-JAN-2025,157.1800000,157.1800000,159.8500000,156.4900000,158.9200000,158.9200000,1.1000000,308.0000000,342000.0000000,114.0000000,54118590.0000000
FUTSTKADANIPORTS30-JAN-2025,1215.2000000,1214.9500000,1239.4000000,1180.0000000,1184.4500000,1184.4500000,-2.5300000,2094.0000000,681200.0000000,1703.0000000,825090300.0000000
FUTSTKUNITDSPR26-DEC-2024,1525.7000000,1531.5500000,1535.1000000,1505.6000000,1512.9500000,1512.9500000,-0.8300000,26939.0000000,1971200.0000000,5632.0000000,2987989970.0000000
FUTSTKRAMCOCEM30-JAN-2025,988.7000000,986.1500000,988.5500000,980.0000000,985.8500000,985.8500000,-0.2800000,51.0000000,15300.0000000,18.0000000,15068715.0000000
FUTSTKHAVELLS28-NOV-2024,1727.3500000,1729.9500000,1743.9000000,1704.4500000,1719.3500000,1717.6000000,-0.5600000,1369.0000000,1555500.0000000,3111.0000000,2679712850.0000000
FUTSTKCUB28-NOV-2024,178.2000000,178.5800000,181.3100000,178.0400000,179.0600000,179.7000000,0.8400000,456.0000000,9320000.0000000,1864.0000000,1674870000.0000000
FUTSTKINDHOTEL30-JAN-2025,799.1500000,800.0000000,801.4000000,786.0000000,788.9500000,788.9500000,-1.2700000,346.0000000,178000.0000000,178.0000000,140791450.0000000
FUTSTKHAVELLS30-JAN-2025,1745.9500000,1745.9500000,1763.0000000,1729.0000000,1738.8500000,1738.8500000,-0.4000000,103.0000000,32000.0000000,64.0000000,55906075.0000000
FUTSTKABCAPITAL28-NOV-2024,193.4400000,193.4700000,195.9700000,192.7200000,193.7300000,193.8000000,0.1800000,1527.0000000,19032300.0000000,7049.0000000,3695741694.0000000
FUTSTKAARTIIND28-NOV-2024,453.0000000,453.8500000,460.2500000,445.4500000,447.7000000,448.3500000,-1.0200000,1075.0000000,8323000.0000000,8323.0000000,3765348200.0000000
FUTSTKIGL30-JAN-2025,323.4500000,322.8500000,328.0000000,322.0000000,323.9000000,323.9000000,0.1300000,869.0000000,418000.0000000,304.0000000,135474693.7500000
FUTSTKCANBK26-DEC-2024,102.0900000,102.8000000,104.2000000,102.3000000,103.5100000,103.5100000,1.3900000,41755.0000000,134574750.0000000,19937.0000000,13874688585.0000000
FUTSTKPERSISTENT26-DEC-2024,5949.5500000,5941.0000000,5965.9500000,5826.7500000,5846.8500000,5846.8500000,-1.7200000,15293.0000000,708500.0000000,7085.0000000,4156051685.0000000
FUTSTKABFRL30-JAN-2025,313.2500000,315.1500000,323.2500000,315.1500000,320.1000000,320.1000000,2.1800000,158.0000000,488800.0000000,188.0000000,156155350.0000000
FUTSTKLTIM30-JAN-2025,6321.7500000,6290.0000000,6321.0000000,6155.0000000,6217.2000000,6217.2000000,-1.6500000,412.0000000,27300.0000000,182.0000000,169403970.0000000
FUTSTKBOSCHLTD28-NOV-2024,34979.6000000,35149.9000000,35149.9000000,34583.5000000,34727.7500000,34675.7000000,-0.8600000,570.0000000,80000.0000000,3200.0000000,2786462005.0000000
FUTSTKTATACHEM30-JAN-2025,1119.0000000,1119.0000000,1132.2000000,1108.5000000,1119.0500000,1119.0500000,0.0000000,199.0000000,65450.0000000,119.0000000,73373685.0000000
FUTSTKPAGEIND30-JAN-2025,45403.0000000,45727.9000000,45727.9000000,45120.0000000,45307.2500000,45307.2500000,-0.2100000,51.0000000,300.0000000,20.0000000,13620914.2500000
FUTSTKCROMPTON30-JAN-2025,413.0500000,414.3500000,415.8000000,409.0500000,410.0500000,410.0500000,-0.7200000,54.0000000,52200.0000000,29.0000000,21532230.0000000
FUTSTKTATACONSUM30-JAN-2025,972.9000000,973.0000000,984.2000000,951.7500000,954.7000000,954.7000000,-1.8700000,434.0000000,77064.0000000,169.0000000,74344712.4000000
FUTSTKITC30-JAN-2025,480.3000000,482.4500000,486.6000000,475.0000000,479.2500000,479.2500000,-0.2100000,1404.0000000,1428800.0000000,893.0000000,685457600.0000000
FUTSTKRELIANCE30-JAN-2025,1310.9000000,1307.8000000,1314.9500000,1287.2500000,1289.1500000,1289.1500000,-1.6500000,13484.0000000,3081000.0000000,6162.0000000,4000486525.0000000
FUTSTKASTRAL30-JAN-2025,1813.9000000,1813.5000000,1869.8500000,1813.5000000,1828.5500000,1828.5500000,0.8000000,310.0000000,62390.0000000,170.0000000,114699978.0000000
FUTSTKSRF30-JAN-2025,2322.3500000,2324.0000000,2331.7000000,2278.8500000,2287.0000000,2287.0000000,-1.5200000,199.0000000,51375.0000000,137.0000000,118567856.2500000
FUTSTKTATAPOWER26-DEC-2024,419.6000000,421.7000000,423.0500000,414.6500000,417.0500000,417.0500000,-0.6000000,59977.0000000,34533000.0000000,25580.0000000,14441822910.0000000
FUTSTKABBOTINDIA26-DEC-2024,27674.1500000,27719.9500000,27794.8500000,27342.1500000,27485.2500000,27485.2500000,-0.6800000,4739.0000000,36640.0000000,1832.0000000,1008644127.0000000
FUTSTKINFY30-JAN-2025,1950.9000000,1936.0000000,1937.5500000,1880.0000000,1883.1000000,1883.1000000,-3.4700000,1643.0000000,366000.0000000,915.0000000,696181760.0000000
FUTSTKGNFC26-DEC-2024,603.0500000,604.0500000,619.9000000,604.0500000,617.4000000,617.4000000,2.3700000,3404.0000000,4141800.0000000,3186.0000000,2543618610.0000000
FUTSTKPEL30-JAN-2025,1203.0500000,1211.4000000,1215.0000000,1186.6000000,1193.3000000,1193.3000000,-0.8100000,106.0000000,63000.0000000,84.0000000,75498825.0000000
FUTSTKBAJAJ-AUTO26-DEC-2024,9245.2000000,9225.0000000,9330.0000000,9057.0000000,9077.4500000,9077.4500000,-1.8100000,37992.0000000,1527675.0000000,20369.0000000,14008309425.0000000
FUTSTKPIDILITIND30-JAN-2025,3079.9000000,3079.9000000,3087.0000000,3043.5000000,3082.3000000,3082.3000000,0.0700000,58.0000000,9500.0000000,38.0000000,29192512.5000000
FUTSTKGUJGASLTD30-JAN-2025,476.7500000,477.5000000,479.9000000,476.0000000,476.9500000,476.9500000,0.0400000,265.0000000,195000.0000000,156.0000000,93252687.5000000
FUTSTKBPCL28-NOV-2024,293.7000000,294.0500000,298.1000000,289.5000000,290.8000000,290.9500000,-0.9300000,10064.0000000,17236800.0000000,9576.0000000,5047072110.0000000
FUTSTKMOTHERSON28-NOV-2024,163.7300000,163.7500000,164.1000000,160.9700000,161.3800000,161.8000000,-1.1700000,2029.0000000,51404000.0000000,14480.0000000,8335177663.5000000
FUTSTKJKCEMENT30-JAN-2025,4253.4000000,4220.8000000,4220.8000000,4146.9000000,4205.5000000,4205.5000000,-1.1200000,105.0000000,7125.0000000,57.0000000,29807225.0000000
FUTSTKTCS30-JAN-2025,4373.9000000,4365.0000000,4365.0000000,4277.0000000,4291.3000000,4291.3000000,-1.8800000,855.0000000,67375.0000000,385.0000000,290298041.2500000
FUTSTKSBILIFE30-JAN-2025,1522.5500000,1525.0000000,1536.6000000,1415.6000000,1445.7500000,1445.7500000,-5.0400000,422.0000000,190500.0000000,508.0000000,277747256.2500000
FUTSTKJKCEMENT26-DEC-2024,4228.7000000,4226.0500000,4226.0500000,4119.8500000,4169.5500000,4169.5500000,-1.3900000,5637.0000000,309000.0000000,2472.0000000,1286642937.5000000
FUTSTKHINDCOPPER30-JAN-2025,281.2500000,282.3000000,284.9000000,277.0000000,279.0000000,279.0000000,-0.8000000,463.0000000,1004350.0000000,379.0000000,284223232.5000000
FUTSTKLT30-JAN-2025,3748.9500000,3761.9000000,3761.9000000,3700.0000000,3716.5500000,3716.5500000,-0.8600000,2072.0000000,101850.0000000,679.0000000,381185835.0000000
FUTSTKCONCOR26-DEC-2024,814.1000000,815.4500000,829.7000000,813.3000000,825.3000000,825.3000000,1.3700000,18161.0000000,11411000.0000000,11411.0000000,9384033700.0000000
FUTSTKTITAN30-JAN-2025,3336.0500000,3332.6500000,3349.4500000,3245.0000000,3261.3000000,3261.3000000,-2.2400000,1445.0000000,84175.0000000,481.0000000,276072028.7500000
FUTSTKLTIM28-NOV-2024,6250.7500000,6272.4000000,6272.4000000,6074.1500000,6146.0000000,6159.7000000,-1.4500000,684.0000000,558450.0000000,3723.0000000,3431236920.0000000
FUTSTKUPL26-DEC-2024,551.6000000,550.8500000,560.9000000,548.8500000,550.9000000,550.9000000,-0.1200000,19222.0000000,10643525.0000000,7855.0000000,5905783489.0000000
FUTSTKNTPC30-JAN-2025,374.0500000,375.7000000,375.7000000,364.8000000,367.0000000,367.0000000,-1.8800000,971.0000000,783000.0000000,522.0000000,289539825.0000000
FUTSTKAPOLLOTYRE30-JAN-2025,492.6500000,496.4000000,496.4000000,490.1000000,491.4000000,491.4000000,-0.2500000,146.0000000,139400.0000000,82.0000000,68631890.0000000
FUTSTKDIVISLAB30-JAN-2025,6066.1000000,6046.6000000,6062.0500000,5971.4000000,6023.3500000,6023.3500000,-0.7000000,188.0000000,8300.0000000,83.0000000,50022655.0000000
FUTSTKHINDCOPPER28-NOV-2024,277.7500000,278.5500000,281.2500000,273.1500000,275.0000000,274.8500000,-1.0400000,508.0000000,10888850.0000000,4109.0000000,3013176802.5000000
FUTSTKTATACONSUM26-DEC-2024,966.4000000,962.9000000,978.9000000,944.5500000,947.8500000,947.8500000,-1.9100000,32464.0000000,7360752.0000000,16142.0000000,7047308293.2000000
FUTSTKPAGEIND28-NOV-2024,44984.0000000,45099.8500000,45457.0000000,44658.8000000,44854.8000000,44816.1000000,-0.3700000,1953.0000000,39330.0000000,2622.0000000,1767402183.7500000
FUTSTKGMRINFRA28-NOV-2024,81.8800000,81.7700000,83.0100000,81.3600000,82.2400000,82.5200000,0.7800000,3330.0000000,112691250.0000000,20034.0000000,9250896993.7500000
FUTSTKSUNPHARMA30-JAN-2025,1773.7500000,1765.9000000,1770.3000000,1749.0000000,1759.7000000,1759.7000000,-0.7900000,333.0000000,39550.0000000,113.0000000,69564985.0000000
FUTIDXBANKNIFTY29-JAN-2025,52932.3500000,52932.4000000,53417.3000000,52550.0000000,52685.5000000,52685.5000000,-0.4600000,17294.0000000,236235.0000000,15749.0000000,12509964660.7500000
FUTSTKTATAMOTORS30-JAN-2025,794.7000000,794.7000000,803.3500000,789.0000000,790.7000000,790.7000000,-0.5000000,10144.0000000,1986050.0000000,3611.0000000,1580469220.0000000
FUTSTKLAURUSLABS30-JAN-2025,550.4500000,549.5000000,560.2000000,544.0500000,557.0000000,557.0000000,1.1800000,202.0000000,292400.0000000,172.0000000,161970815.0000000
FUTSTKRAMCOCEM28-NOV-2024,979.6000000,979.9000000,981.5000000,970.9000000,975.2500000,974.9000000,-0.4700000,1275.0000000,2430150.0000000,2859.0000000,2373898232.5000000
FUTSTKPNB26-DEC-2024,105.1300000,105.3300000,107.5300000,104.8500000,106.9700000,106.9700000,1.7500000,34744.0000000,120400000.0000000,15050.0000000,12803462400.0000000
FUTSTKNTPC28-NOV-2024,369.4000000,369.8500000,371.3500000,359.6000000,362.0500000,362.0500000,-1.9800000,3871.0000000,32395500.0000000,21597.0000000,11818004025.0000000
